refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref1806,Surviving Memories,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/799/kramer.elizabeth.1994.thesis.doc.PDF,Elizabeth Kramer,,,
ref1807,Bit by Bit: Four Essays about New Media and Culture,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/800/kronby.miles.1996.thesis.doc.PDF,Miles Kronby,,,
ref1808,Palm Poetry,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/801/kruglanski.orit.2000.thesis.doc.PDF,Orit Kruglanski,,,
ref1809,The Japanese Challenge of America's Strength of the Field of Telecommunications ,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/802/kubrak.shawn.1986.thesis.doc.PDF,Shawn Kubrak,,,
ref1810,How Telephone Companies Safeguard their Networks,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/803/kudler.harley.1991.thesis.doc.PDF,Harley Kubler,,,
ref1811,"Kicking Culture: Fragments from the Downtown Scene, 1975-Present",1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/804/kuenstlet.audrey.1998.thesis.doc.PDF,Audrey Kuenstler,,,
ref1812,"Final Thesis: Parts A, B, and C",2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/805/kulla.jamie.2001.thesis.doc.PDF,Jamie Kulla,,,
ref1813,A Break It Apart and a Garden Forms,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/806/kumra.raina.2002.thesis.doc.PDF,Raina Kumra,,,
ref1814,etravelgirl.com,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/807/kuo.chaichen.2001.thesis.doc.PDF,Chia-Chen Kuo,,,
ref1815,Corporate Videotex in the U.S.,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/808/kusinitz.matthew.1986.thesis.doc.PDF,Matthew Kusinitz,,,
ref1816,Listening Video and Watching Audio,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/809/kwon.eunjung.2000.thesis.doc.PDF,Eunjing Kwon,,,
ref1817,The Music of the Invisible,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/810/lamenzo.jared.2005.thesis.doc.PDF,Jared Lamenzo,,,
ref1818,A Study of Voice Store and Forward in the Telecommunications Industry,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/811/landai.jodi.1985.thesis.doc.PDF,Jodi Landan,,,
ref1819,Implementation of an Electronic Community Information Service,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/812/landy.joel.1986.thesis.doc.PDF,Joel Landy,,,
ref1820,Sushi CD-ROM Protoype,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/813/lasar.paul.1994.thesis.doc.PDF,Paul Lasar,,,
ref1821,USIR: The UNIX System Information Retriever,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/814/lattanzi.robert.2000.thesis.doc.PDF,Robert Lattanzi,,,
ref1822,Mizlou Sports News Network: Historical Overview and Critical Analysis,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/815/lavanchy.eric.1991.thesis.doc.PDF,Eric LaVanchy,,,
ref1823,Psychology Online Testing,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/816/leber.jill.1997.thesis.doc.PDF,Ken Phillips,,,
ref1824,Untitled,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/817/ledbetter.bruce.1997.thesis.doc.PDF,Bruce Ledbetter,,,
ref1825,MediChart,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/818/lee.eunhee.2000.thesis.doc.PDF,Hyun Suk Song,,,
ref1826,Lotus Flower,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/819/lee.eunyoung.2005.thesis.doc.PDF,Eun Young Lee,,,
ref1827,Subway Guide to New York Sites,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/820/lee.georgina.1991.thesis.doc.PDF,Georgina Lee,,,
ref1828,Ubi.ach Ubi.chat Ubi.play,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/821/lee.gumin.2006.thesis.doc.PDF,Gu-Min Lee,,,
ref1829,Cross-Being: Beyond the Screen,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/822/lee.hyunjean.2004.thesis.doc.PDF,Hyun Jean Lee,,,
ref1830,ZigZag MuZig Block,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/823/lee.inhye.2004.thesis.doc.PDF,Inhye Lee,,,
ref1831,MXS DJ System,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/824/lee.jason.2006.thesis.doc.PDF,Jason Lee,,,
ref1832,Community Development Via Telecommunications Technology (Interactive Cable as an Example),1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/825/lee.jinho.1989.thesis.doc.PDF,Jin-Ho Lee,,,
ref1833,TNConline.rog,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/826/lee.jongsup.2002.thesis.doc.PDF,Jongsup Lee,,,
ref1834,Not Just a Remote Control,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/827/lee.junhee.1994.thesis.doc.PDF,JunHee Lee,,,
ref1835,Media@K: Interactive Media Installation in Public Space,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/828/lee.kyongbum.2003.thesis.doc.PDF,Kyoung Bum Lee,,,
ref1836,A Children's Story with Five Entrances,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/829/lee.peter.1998.thesis.doc.PDF,Peter Lee,,,
ref1837,Sounds and Stories,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/830/lee.sunmin.1998.thesis.doc.PDF,Sunmin Lee,,,
ref1838,"The Psychology, Anatomy and Physiology of Stress",1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/831/weisbard.charles.1999.thesis.doc.PDF,Charles Weisbard,,,
ref1839,The Mosaic Comic: Combining Photomosaics and Comics Into a Viable New Storytelling Form,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/832/lee.william.2004.thesis.doc.PDF,William Lee,,,
ref1840,Untitled,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/833/wang.vincent.2000.thesis.doc.pdf,Vincent Wang,,,
ref1841,Cubia: Interactive Interface in Action,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/834/lee.woncheol.2003.thesis.doc.PDF,CL Woncheol Lee,,,
ref1842,Elena's Magical Ride,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/835/varsell.lynn.1993.thesis.supplement.PDF,Lynn Varsell,,,
ref1843,Snow White,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/836/lee.youngkyung.1996.thesis.doc.PDF,YoungKyung Lee,,,
ref1844,Electronic Children's Book,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/837/varsell.lynn.1993.thesis.doc0.PDF,Lynn Varsell,,,
ref1845,Opticon,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/838/lefelt.todd.2000.thesis.doc.PDF,Todd Lefelt,,,
ref1846,Interactive Education,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/839/leffel.ryan.2003.thesis.doc.PDF,Ryan Leffel,,,
ref1847,Production Log,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/840/varsell.lynn.1993.thesis.doc.PDF,Lynn Varsell,,,
ref1848,Impact of CD-ROM on Interactive Telecommunications,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/841/lefkofsky.mitchell.1988.thesis.doc.PDF,Mitchell Lefkovsky,,,
ref1849,Latitude,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/842/lefton.sarah.1998.thesis.doc.PDF,Sarah Lefton,,,
ref1850,Text Rain,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/843/utterback.camille.1999.thesis.PDF,Camille Utterback,,,
ref1851,How to Serve Multimedia: The Delivery of Multimedia Through Digital Networks,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/844/lehman.andrew.2000.thesis.doc.PDF,Andrew Lehman,,,
ref1852,The Mirror Project,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/845/lehmann.matthias.2005.thesis.doc.PDF,Mattias Lehmann,,,
ref1853,The Impact of Telecommunications and Voice Technologies in a Corporate Environment,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/846/tynan.anita.1988.thesis.doc.PDF,Anita Tynan,,,
ref1854,Trunk Tales,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/847/leopold.susan.2003.thesis.doc.PDF,Susan Leopold,,,
ref1855,Developing a Spectating Platform for Multiplayer FPS Games,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/848/turner.raviv.2003.thesis.doc.PDF,Raviv Turner,,,
ref1856,G-CARD (Group Electronic Greeting Card),1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/849/leoviriyakit.krittiya.2005.thesis.doc.PDF,Krittiya Leoviriyakit,,,
ref1857,International Computer Networks for Institutional Ranking,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/850/tumey.deborah.1984.thesis.doc.PDF,Deborah Tumey,,,
ref1858,People of the Book,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/851/lesch.leah.1991.thesis.doc.PDF,Leah Lesch,,,
ref1859,Neo Travel,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/852/tseng.ilin.2002.thesis.doc.PDF,Ilin Tseng,,,
ref1860,Helmet Guy Zero,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/853/tsang.donny.2005.thesis.doc.PDF,Donny Tsang,,,
ref1861,CORLET Communication Systems Inc.,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/854/leto.vince.1991.thesis.doc.PDF,Vince Leto,,,
ref1862,Out of Sync: A Study in the Re-configurement of Everyday Things,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/855/levin.jennifer.2002.thesis.doc.PDF,Jennifer Levin,,,
ref1863,WWW.API.COM,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/856/tsai.yilung.2002.thesis.doc.PDF,Tsai Yi-Lung,,,
ref1864,Teleconferencing Room Design,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/857/levine.renee.1983.thesis.doc.PDF,Renee Levine,,,
ref1865,The New Learning,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/858/trillon.nelly.1988.thesis.doc.PDF,Nelly Trillon,,,
ref1866,The BOBST Interactive Guide,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/859/trammel.donald.1996.thesis.PDF,Donald Tammel,,,
ref1867,With Hidden Numbers,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/860/trainor.meghan.2005.thesis.doc.PDF,Meghan Trainor,,,
ref1868,Tempbot: An Online Multiplayer Shockwave Game,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/861/levitz.michael.2001.thesis.doc.PDF,Michael Levitz,,,
ref1869,NETLIME.ORG : Refining and Re-defining Trinadad & Tobago's Culture Online,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/862/toney.michael.2001.thesis.doc.PDF,Michael Toney,,,
ref1870,Flickorama : an Exploration into Streaming Media,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/863/tolliver.gabriel.1998.thesis.doc.PDF,Gabriel Tolliver,,,
ref1871,The Butterfly Project,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/864/lewin.jen.2001.thesis.doc.PDF,Jen Lewin,,,
ref1872,Imaging Systems : Market Analysis,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/865/tolino.john.1990.thesis.doc.PDF,John Tolino,,,
ref1873,Rock and Roll Interactive,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/866/tobin.patrick.1992.thesis.doc.PDF,F. Patrick Tobin,,,
ref1874,Macintosh in the Office: Redesigning a Business,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/867/lewis.barbara.1988.thesis.doc.PDF,Barbara Lewis,,,
ref1875,Who is Bettie Page?,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/868/threlkeld.julie.1997.thesis.doc.PDF,Julie Threlkeld,,,
ref1876,Who is Bettie Page?,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/869/threkeld.julie.1997.thesis.doc.PDF,Julie Threlkeld,,,
ref1877,Pitch Green Dark,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/870/lewis.nancy.1998.thesis.doc.PDF,Nancy Lewis,,,
ref1878,Untitled,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/871/tandefelt.marko.2000.thesis.doc.PDF,Marko Tandefelt,,,
ref1879,Invisible Cities,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/872/li.yeuhtuan.1999.thesis.doc.PDF,Yueh-Tuan Li,,,
ref1880,Layers,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/873/szinger.john.1995.thesis.doc.PDF,John Szinger,,,
ref1881,Interactive Still Images,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/874/liao.juite.2000.thesis.doc.PDF,Jui-Te Liao,,,
ref1882,City Survival Skills : a Production Review,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/875/synder.lillian.1985.thesis.doc.PDF,Lillian Snyder,,,
ref1883,Streaming Media : Changing the Broadcast Paradigm,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/876/swersey.bill.2001.thesis.doc.PDF,Bill Swersey,,,
ref1884,Homeschooling in the Information Age,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/877/lifshen.michele.1994.thesis.doc.PDF,Michele Lifshen,,,
ref1885,Eine Abrechnung (Settling Accounts),1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/878/swenson.eric.1996.thesis.doc.PDF,Eric Swenson,,,
ref1886,Where is Everybody?,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/879/lim.jiah.2004.thesis.doc.PDF,Jiah Lim,,,
ref1887,Home PC Security Tutorial,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/880/sweeny.thomas.1999.thesis.doc.PDF,Thomas Sweeney,,,
ref1888,Decentertainment Systems : an Exploration in Interaction,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/881/swaminathan.karthink.1998.thesis.doc.PDF,Karthik Swaminathan,,,
ref1889,A Simple Model for Objects' Motion Recognition in Digital Video ,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/882/lin.huihsiu.1995.thesis.doc.PDF,Hui-Hsiu Lin,,,
ref1890,Communication User Interface,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/883/lin.james.2002.thesis.doc.PDF,James Lin,,,
ref1891,Colloquial English Project : Multimedia English Educational Content Development,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/884/sungpark.moon.2002.thesis.doc.PDF,Moon Sung Park,,,
ref1892,Boop-city.com,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/885/lin.michelle.2000.thesis.doc.pdf,Michelle Lin,,,
ref1893,Media@K,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/886/sungbyun.kyoo.2003.thesis.doc.PDF,Kyoo Sung Byun,,,
ref1894,WHOLENOTE.COM : an Online Community for Guitarists,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/887/sung.christopher.1998.thesis.PDF,Christopher Sung,,,
ref1895,The Continued Exploration of Liquid Poetry: Word Pool,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/888/sunahara.yuri.2000.thesis.doc.PDF,Yuri Sunahara,,,
ref1896,Untitled,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/889/lin.ping.2002.thesis.doc.PDF,Ping Lin,,,
ref1897,The Use of Interactive Technology in Education,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/890/sullivan.janet.1992.thesis.doc.PDF,Janet Sullivan,,,
ref1898,Money in the Age of Information,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/891/suiss.don.1987.thesis.doc.PDF,Don Sussis,,,
ref1899,Rooms with Floating Stories,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/892/lin.tinghung.2003.thesis.doc.PDF,Tinghun Lin,,,
ref1900,You Are the Only Light in Your Tunnel,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/893/suh.dongsoo.2001.thesis.doc.PDF,Dongsoo Suh,,,
ref1901,Learning ABC,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/894/suh.chunghee.1993.thesis.doc.PDF,Chung-Hee Suh,,,
ref1902,Holler!,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/895/lin.vivian.2004.thesis.doc.PDF,Vivian Wenli Lin,,,
ref1903,Theorizer,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/896/subramanian.ramakrishnan.2006.thesis.doc.PDF,Ramakrishnan Subramanian,,,
ref1904,Incorporation of a Voice Option into Marketing on the Web,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/897/lin.yichun.1997.thesis.doc.PDF,Yichun Lin,,,
ref1905,Eballgogogo,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/898/su.chiaochun.2005.thesis.doc.PDF,Chiao-chun Su,,,
ref1906,Voxbud: The Independent Voice,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/899/lindy.danielle.2001.thesis.doc.PDF,Danielle Lindy,,,
ref1907,Fiber Optics : the Evolution of a Technology,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/900/stroud.melody.1986.thesis.doc.PDF,Melody Stroud,,,
ref1908,Untitled,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/901/liu.mengju.1997.thesis.doc.PDF,Meng-Ju Liu,,,
ref1909,Consumer Attitudes Towards Videotex Graphics,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/902/strothers.jennifer.1985.thesis.doc.PDF,Jennifer Stothers,,,
ref1910,Remote Control,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/903/lllarena.carlos.2002.thesis.doc.PDF,Carlos Gomez de Llarena,,,
ref1911,Untitled,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/904/lobato.elizabeth.1995.thesis.doc.PDF,Elizabeth Lobato,,,
ref1912,"Business Opportunity Plan for ""Welcome Banking""",1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/905/strenkofsky.barbara.1988.thesis.doc.PDF,Barabara Strenkofsky,,,
ref1913,Employee Communications in the United Kingdom,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/906/strayer.jaqueline.1986.thesis.dpc.PDF,Jaqueline Strayer,,,
ref1914,Block Sequencer,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/907/loconte.manlio.2004.thesis.doc.PDF,Manlio Lo Conte,,,
ref1915,Untitled,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/908/stochl.gerhard.2002.thesis.doc.PDF,Gerhard Stochl,,,
ref1916,Installation Strategy for a New Communications Infrastructure at ALJ Enterprises,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/909/loganjordan.angela.1995.thesis.doc.PDF,Angela Logan-Jordan,,,
ref1917,EMPTYASHTRAY.COM,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/910/stjames.julie.2001.thesis.doc.PDF,Julie St. James,,,
ref1918,The Int(Ter)ventions Festival: Conscious Consumerism in Action,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/911/london.kati.2007.thesis.doc.PDF,Kati London,,,
ref1919,Kinderpress : an Online Community for Sick Children,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/912/stewart.margaret.1997.thesis.doc.PDF,Margaret Stewart,,,
ref1920,Nathaniel and the Non-Agressive,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/913/stern.nathaniel.2001.thesis.doc.PDF,Nathaniel Stern,,,
ref1921,FMR Terminal Interface,1981,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/914/loper.jan.1981.thesis.doc.PDF,Jan Loper,,,
ref1922,Web Based Learning Environments,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/915/stermasi.fadia.1998.thesis.doc.PDF,Fadi Stermasi,,,
ref1923,The Energy Language Experiment,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/916/lorenz.mathias.2003.thesis.doc.PDF,F. Mathias Lorenz,,,
ref1924,Interactive Lee,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/917/stephensen.olibjorn.2005.thesis.doc.PDF,Olibjorn Stehpensen,,,
