refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref1008,I-Guide,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/1/cuyler.joele.2000.thesis.doc.pdf,Joele Cuyler,,,
ref1009,Civil Remote Sensing in the United States: applications and privitization,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/2/demac.donna.1991.thesis.doc.pdf,Donna Demac,,,
ref1010,Civil Remote Sensing in the United States: applications and privitization,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/3/elton.martin.1991.thesis.doc.pdf,Martin Elton,,,
ref1011,History Forge,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/4/esposito.christopher.2000.thesis.doc.pdf,Christopher Esposito,,,
ref1012,Birth Stories,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/5/fishman.miriam.2000.thesis.doc.pdf,Miriam Fishman,,,
ref1013,Screen Share,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/6/fukumoto.scott.2001.thesis.doc.pdf,Scott Fukumoto,,,
ref1014,EatSquid,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/7/gaw.julie.2000.thesis.doc.pdf,Julie Gaw,,,
ref1015,Disappeared/Desaparecidos,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/8/abeson.kristina.1995.thesis.doc.PDF,Kristina Abeson,,,
ref1016,BF 1237,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/9/abouricheh.bana.2003.thesis.doc.PDF,Bana Abouricheh,,,
ref1017,Score Your Life,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/10/acevedo.guillermo.2004.thesis.doc.PDF,Guillermo Acevedo,,,
ref1018,Video Production Website,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/11/adelman.joan.2000.thesis.doc.PDF,Joan Adelman,,,
ref1019,Mythos VS Chronos,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/12/alkadhi.ayad.2004.thesis.doc.PDF,Ayad Alkadhi,,,
ref1020,Modes for Urban Moods,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/13/almeida.teresa.2005.thesis.doc.PDF,Teresa Almeida,,,
ref1021,Angel of History,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/14/altaratz.doron.2004.thesis.doc.PDF,Doron Altaratz,,,
ref1022,Mad Media,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/15/altmann.madeleine.1997.thesis.doc.PDF,Madeleine Altmann,,,
ref1023,FACEChiidren: Fee Advocate Educate Children Orphaned by AIDS in Africa,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/16/aluoch.sandra.2000.thesis.doc.PDF,Sandra Aluoch,,,
ref1024, Dreamtime,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/17/amagliani.max.2002.thesis.doc.PDF,Max Amagliani,,,
ref1025,Intelligelnt Workstations for Human Communications Support: A Conceptual Framework,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/18/amidon.david.1984.thesis.doc.PDF,David Amidon,,,
ref1026,Follow Me,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/19/amram.noam.1996.thesis.doc.PDF,Noah Amram,,,
ref1027,Social GPS,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/20/anema.rebecca.2005.thesis.doc.PDF,Rebecca Anema,,,
ref1028,Strange Attractor,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/21/ang.michael.2007.thesis.doc.PDF,Michael Ang,,,
ref1029,The Virtual Museum,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/22/applin.sallyann.1992.thesis.doc.PDF,Sally Ann  Applin,,,
ref1030,The Electronic Peephole,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/23/arifakis.karen.1990.thesis.doc.PDF,Karen Arifakis,,,
ref1031,Logmedia.com,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/24/arony.dan.2001.thesis.doc.PDF,Dan Arony,,,
ref1032,Archchive,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/25/arora.anjali.2005.thesis.doc.PDF,Anjali Arora,,,
ref1033,HandyAid: A Portable Device for Pediatric Emergencies,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/26/arum.lizabeth.1999.thesis.doc.PDF,Lizabetli Arum,,,
ref1034,HandyAid: A Portable Device for Pediatric Emergencies,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/27/arum.lizabeth.1999.thesis.PDF,Lizabetli Arum,,,
ref1035,Narrative Structure: An Interactive Database with Video,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/28/aspelund.erling.1988.thesis.doc.PDF,Erling Aspelund,,,
ref1036,Voice: War and Terror,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/29/azekawa.hanako.2003.thesis.doc.PDF,Hanako Azekawa,,,
ref1037,Yarbus 1.0: Eye-Tracking Software for Mac as xTiger,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/30/babcock.jason.2005.thesis.doc.PDF,Jason Babcock,,,
ref1038,Intuitive Immediacy and Technology,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/31/bachmann.laurie.1997.thesis.doc.PDF,Laurie Bachmann,,,
ref1039,Worldnet: the Global Coverage of American News,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/32/back.deborah.1987.thesis.doc.PDF,Deborah Back,,,
ref1040,The New Frontier: Fiber Optics and its effect on Cable TV in New Y ork City,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/33/bailey.beatrice.1993.thesis.doc.PDF,Beatrice Bailey,,,
ref1041,Getting Over Usability: Designing Strong Online Brand Experiences,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/34/bain.shannon.2005.thesis.doc.PDF,Shannon Bain,,,
ref1042,Future Video Networks: An Alternative Scenario,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/35/baker.rob.1988.thesis.doc.PDF,Rob Baker,,,
ref1043,Desktop Pre-press Publishing,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/36/bakish.dafna.1989.thesis.doc.PDF,Dafna Bakish,,,
ref1044,Kindernet: The Effects of Online Education for Primary and Secondary Schools,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/37/baldwin.victoria.1994.thesis.PDF,Victoria Baldwin,,,
ref1045,Whispering Objects: Revealing tne hidden stories in things,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/38/banlaki.katalin.2005.thesis.doc.PDF,Katalin Banlaki,,,
ref1046,Hyper Ads By U,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/39/banskota.anil.2007.thesis.doc.PDF,Anil Banskota,,,
ref1047,L'Etudiant: an Online magazine,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/40/baram.effie.1999.thesis.doc.PDF,Effie Baram,,,
ref1048,GameCast: Developing A Spectating Platform For Multiplayer First person Shooter Games,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/41/barashi.yoav.2003.thesis.doc.PDF,Yoav Barashi,,,
ref1049,IN-BAGS: an exploration of personal expresssion through assistive technology,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/42/barden.pollie.2007.thesis.doc.PDF,Pollie Barden,,,
ref1050,VideoPhonics: Expanding Video Production Into Special Education Classrooms,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/43/bartolini.daniel.2006.thesis.PDF,Daniel Bartolini,,,
ref1051,NY Observers,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/44/barton.jake.2003.thesis.doc.PDF,Jake  Barton,,,
ref1052,Network Visualization Tool,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/45/bauducco.diego.2004.thesis.doc.PDF,Diego Bauducco,,,
ref1053,Global Variable,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/46/baxi.kadambari.1998.thesis.doc.PDF,Kadambari Baxi,,,
ref1054,United Media Enterprises,1981,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/47/beatty.stark.1981.thesis.doc.PDF,Stark Beatty,,,
ref1055,ITP WINDOW Videodisk and Teleconference,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/48/bedoll.jeff.1992.thesis.doc.PDF,Jeff Bedoll,,,
ref1056,danceTRACE,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/49/behm.jessica.2003.thesis.doc.PDF,Jessica Behm,,,
ref1057,Retail Brokerage Automation: A New Business Proposal,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/50/bell.brian.1989.thesis.doc.PDF,Brian Bell,,,
ref1058,INtheCISION,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/51/bellinghausen.susanne.2001.thesis.doc.PDF,Susanne Bellinghausen,,,
ref1059,GAMINGPEOPLE.COM,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/52/beltrami.maria.2000.thesis.doc.PDF,Maria Beltrami,,,
ref1060,Interactive Narrative,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/53/benton.john.2002.thesis.doc.PDF,John Benton,,,
ref1061,Interactive audio CD-Rom,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/54/berger.richard.1996.thesis.doc.PDF,Richard Berger,,,
ref1062,Surobot: A Mobile Telerobotic Rich Media Teleconferencing Device,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/55/bergren.john.1994.thesis.doc.PDF,John Bergren,,,
ref1063,VARIATIONS IN BUSINESS USE OF TELECOMMUNICATIONS SERVICES IN NORWAY,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/56/bergum.svein.1988.thesis.doc.PDF,Svein Bergum,,,
ref1064,InteractiveStorytelling.com : a website about the future of interactive entertainment,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/57/berkowitz.daniel.2001.thesis.doc.PDF,Daniel Berkowitz,,,
ref1065,"Web Reality - VRML, an observation and outlook",1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/58/berman.hold.1995.thesis.doc.PDF,Hod Berman,,,
ref1066,COMPUTER CRIME: Assessing the Phenomenon,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/59/berry.edward.1991.thesis.doc.PDF,Edward Berry,,,
ref1067,A Study in Three-Dimensional Pictorial Representation,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/60/bertagnoli.frederico.1999.thesis.doc.PDF,Frederico Bertagnoli,,,
ref1068,eJournal,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/61/bertolo.diane.1999.thesis.doc.PDF,Diane Bertolo,,,
ref1069,Interactive Corporate Communications,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/62/bielen.michael.1991.thesis.doc.PDF,Michael Bielen,,,
ref1070,Baseball Buddy,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/63/birnboim.yosef.2005.thesis.doc.PDF,Yosef Birnboim,,,
ref1071,Bungalow Dance Party: A Browser-Based Experie ce of Primary Found Sources,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/64/blackburn.greg.2000.thesis.doc.PDF,Greg Blackburn,,,
ref1072,Improving Network Reliability and Recovery: A New York Perspective,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/65/blasz.ronni.1994.thesis.doc.PDF,Ronni Blasz,,,
ref1073,Economies of Design and Other Adventures in Nomad Economics,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/66/blaze.william.2006.thesis.doc.PDF,William Blaze,,,
ref1074,Video Response Station ,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/67/boatman.david.2004.thesis.doc.PDF,David Boatman,,,
ref1075,An Analysis of the Key Telephone Industry,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/68/bobrowicz.michael.1985.thesis.doc.PDF,Michael Bobrowicz,,,
ref1076,Leaving Traces: A Wireless Mural,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/69/boelhauf.kate.2004.thesis.doc.PDF,Kate BoelHauf,,,
ref1077,Children,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/70/bogert.martha.2000.thesis.doc.PDF,Martha Bogert,,,
ref1078,Polis Isis,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/71/bonafede.anthony.2000.thesis.doc.PDF,Anthony  Bonafede,,,
ref1079,The Technology of Teleconferencing,1982,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/72/boomstein.david.1982.thesis.doc.PDF,David Boomstein,,,
ref1080,Strategic Plan for an Off-Campus Graduate Education Program,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/73/borbely.edward.1991.thesis.doc.PDF,Edward Borbely,,,
ref1081,Strategic Plan for an Off-Campus Graduate Education Program,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/74/borbely.luciana.1991.thesis.doc.PDF,Edward Borbely,,,
ref1082,Efficiency at the Cost of Humanity: ATM Intimidation,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/75/borck.lee.1986.thesis.doc.PDF,Lee Borck,,,
ref1083,New Analogue Representations of Digital Art,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/76/borges.carlos.2006.thesis.doc.PDF,Carlos Borges,,,
ref1084,Expressive media,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/77/borissov.liubo.2005.thesis.doc.PDF,Liubo Borissov,,,
ref1085,Intelli-face.net : a study of intelligent interfaces,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/78/bose.prodeep.2001.thesis.doc.PDF,Prodeep Bose,,,
ref1086,Disappeared/Desaparecidos,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/79/bowen.abby.1995.thesis.doc.PDF,Abby Bowen,,,
ref1087,The Family Album: A Model Kit,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/80/bowers.sabrina.2001.thesis.doc.PDF,Sabrina Bowers,,,
ref1088,FIBER OPTIC TRANSMISSION SYSTEMS,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/81/boyce.charles.1997.thesis.doc.PDF,Charles Boyce,,,
ref1089,DEVELOPMENT OF SUBWAY PASSENGER INFORMATION SERVICES,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/82/boykin.marion.1987.thesis.doc.PDF,Marion Boykin,,,
ref1090,INTRODUCING FM RADIO SCA: A DATA BROADCAST TECHNOLOGY,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/83/brach.virginia.1988.thesis.PDF,Virginia Brach,,,
ref1091,ISDN: Has It Been Left Behind In The Telecommunications Race?,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/84/brachman.ruth.1993.thesis.PDF,Ruth Brachman,,,
ref1092,The Moving Painting,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/85/braga.gustavo.1998.thesis.doc.PDF,Gustavo Braga,,,
ref1093,Chakras: Psycho-Physical Energy Centers as explored on the World Wide Web,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/86/bray.mary.1996.thesis.doc.PDF,Mary Bray,,,
ref1094,Plantopia,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/87/bray.rebecca.2007.thesis.doc.PDF,Rebecca Bray,,,
ref1095,"Market Analysis and Plan for Extranet, Inc.",1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/88/breitbart.gary.1987.thesis.doc.PDF,Gary Breitbart,,,
ref1096,Video Regulation Today and Tomorrow,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/89/broitman.robin.1989.thesis.doc.PDF,Robin Broitman,,,
ref1097,A Measure of Social Avoidance and Distress Compared to Use of Email,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/90/brooks.mary.1995.thesis.doc.PDF,Mary Brooks,,,
ref1098,structured Software Testing: Guidelines for Improving Software Quality,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/91/brosnan.michael.1988.thesis.doc.PDF,Michael Brosnan,,,
ref1099,Interactive Origami,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/92/brossier.veronique.1999.thesis.doc.PDF,Veronique Brossier,,,
ref1100,the Stereotyper,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/93/brown.afua.1998.thesis.doc.PDF,Afua Brown,,,
ref1101,Beverage Informatics,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/94/brown.benjamin.2007.thesis.doc.PDF,Benjamin Brown,,,
ref1102,African Computing,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/95/brown.brandon.2004.thesis.doc.PDF,Brandon Brown,,,
ref1103,MANAGING WITHIN AN MIS OEPARTMENT: A MIDDLE MANAGEMENT PERSPECTIVE,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/96/brown.judy.1987.thesis-1.PDF,Judy Brown,,,
ref1104,MANAGING WITHIN AN MIS OEPARTMENT: A MIDDLE MANAGEMENT PERSPECTIVE,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/97/brown.judy.1987.thesis-2.PDF,Judy Brown,,,
ref1105,Shays' Story,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/98/brown.kathryn.2003.thesis.doc.PDF,Kathryn Brown,,,
ref1106,African-American Pride,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/99/brown.robert.1995.thesis.PDF,Robert Brown,,,
ref1107,"Electronic Democracy at the Local Level: Background, Issues, and a Survey of Santa Monica",1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/100/bruk.judith.1990.thesis.PDF,Judith Bruk,,,
ref1108,CrowdScapes,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/101/bukhin.mike.2007.thesis.doc.PDF,Mike Bukhin,,,
ref1109,HTTP Proxy Server,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/102/burke.michelle.1997.thesis.PDF,Michelle Burke,,,
ref1110,VFX Trak,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/103/burroughs.roburta.2001.thesis.doc.PDF,Roburta Burroughs,,,
ref1111,Star Gazer,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/104/burstall.amanda.1991.thesis.PDF,Amanda Burstall,,,
ref1112,DMA: Different Motor Abilities,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/105/busto.ana.2005.thesis.doc.PDF,Ana Busto,,,
ref1113,cell-U-death,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/106/buttermore.neil.2005.thesis.doc.PDF,Neil Buttermore,,,
ref1114,3-Apr-01,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/107/cadsawan.janet.2001.thesis.doc.PDF,Janet Cadsawan,,,
ref1115,Veridis Quo: A documentary on Urban Loneliness,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/108/cakar.oyku.2006.thesis.doc.PDF,Oykii Cakar,,,
ref1116,An Overview of Current and Pending Legislation Concerning Privacy Issues and New Electronic Media,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/109/callan.helen.1986.thesis_2.PDF,Helen Callan,,,
ref1117,Blockies: Photo Graffiti,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/110/camero.melissa.2005.thesis.doc.PDF,Melissa Camero,,,
ref1118,Medieval Spain,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/111/canelos.marlene.1994.thesis.PDF,Marlene Canelos,,,
ref1119,Combining musical patterns and graphs to display quantitative information: Effects of perceptual mechanisms,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/112/canetti.sergio.1987.thesis.PDF,Sergio Canetti,,,
ref1120,Double Take: Encouraging Kids To Take A Second Look At Ads,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/113/caplan.rachel.2000.thesis.doc.PDF,Rachel Caplan,,,
ref1121,A WRITTEN COMPANION TO ROCCA AND HER CHILDREN,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/114/carlomusto.jean.1993.thesis.PDF,Jean Carlomusto,,,
ref1122,H20 Project,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/115/caroddo.gina.1997.thesis.doc.PDF,Gina Caroddo,,,
ref1123,CONTEMPORARY MEMENTO MORI,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/116/carswell.fiona.2007.thesis.doc.PDF,Fiona Carswell,,,
ref1124,MediaCluster: An Online Community for Television Audiences,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/117/carter.sheryl.2003.thesis.doc.PDF,Sheryl Carter,,,
ref1125,Taking Care of the Next Generation: Videos for the Big Brother/ Big Sister Organization,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/118/cartwright.kelly.1989.thesis.PDF,Kelly Cartwright,,,
